symbol,date,open,high,low,close,volume
GOOGL,2022-03-30,2849.2,2854.4,2832.0,2838.8,994238.0
GOOGL,2022-03-29,2853.0,2875.8,2840.8,2850.2,1715900.0
GOOGL,2022-03-28,2818.0,2840.0,2796.2,2829.2,1752500.0
GOOGL,2022-03-25,2838.4,2840.8,2794.8,2833.4,1207154.0
GOOGL,2022-03-24,2784.0,2832.4,2755.0,2831.4,1319828.0
GOOGL,2022-03-23,2774.0,2791.8,2756.8,2765.6,1257700.0
GOOGL,2022-03-22,2722.0,2821.0,2722.0,2797.4,1774800.0
GOOGL,2022-03-21,2723.2,2741.0,2681.8,2722.0,1341600.0
GOOGL,2022-03-18,2668.4,2724.8,2645.2,2722.6,2228345.0
GOOGL,2022-03-17,2663.0,2681.6,2643.8,2676.8,1413200.0
GOOGL,2022-03-16,2614.6,2666.6,2574.6,2665.6,1778849.0
GOOGL,2022-03-15,2539.6,2597.0,2514.4,2584.0,1546000.0
GOOGL,2022-03-14,2605.0,2608.2,2505.6,2519.0,1940600.0
GOOGL,2022-03-11,2669.8,2676.0,2592.6,2597.4,1576322.0
GOOGL,2022-03-10,2625.4,2665.4,2618.2,2648.6,1355100.0
GOOGL,2022-03-09,2625.0,2674.8,2598.0,2668.4,1851300.0
GOOGL,2022-03-08,2525.0,2625.0,2513.4,2542.0,2021400.0
GOOGL,2022-03-07,2629.8,2634.8,2526.0,2527.6,2255647.0
GOOGL,2022-03-04,2658.6,2677.0,2606.8,2638.2,1522532.0
GOOGL,2022-03-03,2720.2,2728.8,2660.6,2678.0,1230200.0
GOOGL,2022-03-02,2692.6,2705.2,2661.4,2691.4,1176000.0
GOOGL,2022-03-01,2697.6,2725.2,2664.4,2681.2,1324800.0
GOOGL,2022-02-28,2661.0,2715.0,2651.8,2701.2,1943221.0
GOOGL,2022-02-25,2671.0,2705.4,2635.0,2689.2,1820300.0
GOOGL,2022-02-24,2499.0,2660.0,2499.0,2653.8,2722800.0
GOOGL,2022-02-23,2633.0,2641.0,2550.6,2551.8,1639301.0
GOOGL,2022-02-22,2596.8,2643.6,2564.4,2596.2,2249537.0
GOOGL,2022-02-18,2669.4,2681.4,2604.0,2608.0,2281000.0
GOOGL,2022-02-17,2724.8,2742.2,2649.6,2650.8,1947500.0
GOOGL,2022-02-16,2733.0,2761.8,2698.4,2754.8,1251100.0
GOOGL,2022-02-15,2751.4,2762.2,2716.4,2732.2,1335563.0
GOOGL,2022-02-14,2665.2,2726.0,2665.2,2710.6,1715100.0
GOOGL,2022-02-11,2772.0,2783.2,2668.0,2685.6,1997917.0
GOOGL,2022-02-10,2794.0,2829.6,2759.2,2772.4,1966533.0
GOOGL,2022-02-09,2819.2,2850.4,2803.8,2831.8,2007200.0
GOOGL,2022-02-08,2780.6,2800.0,2740.2,2788.0,2714200.0
GOOGL,2022-02-07,2885.0,2885.0,2778.0,2784.0,2748700.0
GOOGL,2022-02-04,2868.8,2897.6,2810.2,2865.8,2899910.95
GOOGL,2022-02-03,2914.2,2993.6,2853.4,2861.8,3575900.0
GOOGL,2022-02-02,3025.0,3031.0,2910.4,2960.0,6160000.0
GOOGL,2022-02-01,2751.8,2755.8,2687.4,2752.8,3432200.0
GOOGL,2022-01-31,2683.2,2709.4,2644.2,2706.0,1999300.0
GOOGL,2022-01-28,2593.2,2667.2,2569.8,2667.0,1718100.0
GOOGL,2022-01-27,2626.0,2653.0,2578.6,2580.2,1600939.0
GOOGL,2022-01-26,2622.4,2660.0,2542.8,2584.6,2456500.0
GOOGL,2022-01-25,2574.8,2588.0,2530.0,2538.8,2348028.0
GOOGL,2022-01-24,2519.6,2624.0,2490.0,2616.0,3834712.0
GOOGL,2022-01-21,2651.8,2697.4,2601.8,2607.0,2782600.0
GOOGL,2022-01-20,2725.0,2752.6,2659.2,2666.2,1495400.0
GOOGL,2022-01-19,2730.4,2759.2,2700.4,2702.4,1432400.0
GOOGL,2022-01-18,2723.6,2742.6,2708.8,2720.0,1744405.0
GOOGL,2022-01-14,2741.6,2814.8,2740.0,2789.6,1483100.0
GOOGL,2022-01-13,2830.8,2857.0,2768.2,2771.8,1571830.0
GOOGL,2022-01-12,2823.0,2852.2,2813.8,2828.6,1305602.0
GOOGL,2022-01-11,2760.2,2804.4,2733.8,2794.8,1436500.0
GOOGL,2022-01-10,2701.6,2776.4,2663.2,2773.4,2220406.0
GOOGL,2022-01-07,2763.0,2769.0,2715.4,2740.4,1488028.0
GOOGL,2022-01-06,2740.0,2798.8,2731.2,2755.0,1867400.0
GOOGL,2022-01-05,2888.4,2890.0,2753.8,2755.6,2730914.0
GOOGL,2022-01-04,2908.0,2929.6,2874.4,2888.0,1420000.0
GOOGL,2022-01-03,2901.2,2917.0,2874.2,2899.8,1433947.0
GOOGL,2021-12-31,2921.0,2934.0,2897.0,2897.0,906800.0
GOOGL,2021-12-30,2933.8,2946.0,2919.8,2924.0,784400.0
GOOGL,2021-12-29,2932.8,2948.4,2913.0,2933.2,889400.0
GOOGL,2021-12-28,2964.8,2966.0,2921.0,2933.8,912715.0
GOOGL,2021-12-27,2945.2,2966.8,2943.4,2958.2,799223.0
GOOGL,2021-12-23,2930.0,2964.8,2929.0,2938.4,1319200.0
GOOGL,2021-12-22,2861.4,2930.0,2861.4,2928.4,1316119.0
GOOGL,2021-12-21,2841.0,2877.4,2810.0,2869.4,1437800.0
GOOGL,2021-12-20,2800.0,2835.4,2786.4,2832.2,1359618.0
GOOGL,2021-12-17,2850.0,2876.6,2826.0,2834.6,2550894.0
GOOGL,2021-12-16,2943.4,2953.6,2872.2,2889.0,1682519.0
GOOGL,2021-12-15,2868.2,2934.4,2833.6,2928.8,1818523.0
GOOGL,2021-12-14,2879.4,2889.6,2824.2,2878.2,1922312.0
GOOGL,2021-12-13,2955.6,2959.4,2910.4,2916.6,1353500.0
GOOGL,2021-12-10,2974.0,2979.6,2934.0,2960.0,1223138.0
GOOGL,2021-12-09,2951.8,2982.0,2942.4,2952.8,1163500.0
GOOGL,2021-12-08,2952.0,2967.8,2928.2,2963.8,1213516.0
GOOGL,2021-12-07,2912.0,2950.6,2904.6,2945.4,1612015.0
GOOGL,2021-12-06,2860.8,2877.0,2803.0,2863.2,1530905.0
GOOGL,2021-12-03,2873.6,2888.0,2806.0,2840.0,2061508.0
GOOGL,2021-12-02,2825.0,2877.2,2804.2,2859.4,1459742.0
GOOGL,2021-12-01,2880.0,2919.0,2818.2,2821.0,1702762.0
GOOGL,2021-11-30,2900.2,2920.0,2832.0,2838.0,2103400.0
GOOGL,2021-11-29,2880.0,2926.0,2877.8,2910.6,1629800.0
GOOGL,2021-11-26,2887.0,2891.2,2836.8,2843.6,1523500.0
GOOGL,2021-11-24,2909.4,2925.0,2887.4,2922.4,902007.0
GOOGL,2021-11-23,2923.0,2933.2,2882.4,2915.6,1361558.0
GOOGL,2021-11-22,2986.6,2996.6,2923.0,2926.0,1531460.0
GOOGL,2021-11-19,2999.6,3019.4,2978.0,2978.6,1684969.0
GOOGL,2021-11-18,2964.8,3011.6,2957.6,2996.8,1781411.0
GOOGL,2021-11-17,2960.6,2971.2,2944.8,2961.0,979975.0
GOOGL,2021-11-16,2963.0,2975.2,2946.2,2957.6,945200.0
GOOGL,2021-11-15,2978.0,2991.0,2951.4,2969.0,1175400.0
GOOGL,2021-11-12,2932.4,2977.0,2908.2,2973.6,1118000.0
GOOGL,2021-11-11,2929.8,2950.8,2912.0,2915.4,825900.0
GOOGL,2021-11-10,2950.0,2961.4,2890.8,2917.8,1498500.0
GOOGL,2021-11-09,2984.6,2996.6,2944.8,2978.4,976500.0
GOOGL,2021-11-08,2996.4,3012.2,2968.6,2980.6,1152625.0
GOOGL,2021-11-05,2983.4,3006.6,2964.0,2977.0,1917737.0
GOOGL,2021-11-04,2942.4,2994.6,2926.2,2965.4,1920600.0
GOOGL,2021-11-03,2918.0,2933.4,2891.8,2932.0,1374700.0
GOOGL,2021-11-02,2891.6,2932.2,2886.8,2908.6,1674112.0
GOOGL,2021-11-01,2961.0,2961.0,2864.6,2870.0,2346200.0
GOOGL,2021-10-29,2901.6,2964.8,2893.0,2961.0,2166015.0
GOOGL,2021-10-28,2942.6,2943.2,2892.6,2917.0,1810319.0
GOOGL,2021-10-27,2788.2,2973.0,2788.2,2924.4,4289100.0
GOOGL,2021-10-26,2785.2,2801.6,2766.0,2786.2,2461800.0
GOOGL,2021-10-25,2751.0,2760.0,2708.4,2749.0,1720613.0
GOOGL,2021-10-22,2783.0,2811.6,2721.2,2751.4,2529448.0
GOOGL,2021-10-21,2835.4,2843.2,2810.0,2837.8,1314613.0
GOOGL,2021-10-20,2866.8,2871.0,2827.6,2835.4,1164403.0
GOOGL,2021-10-19,2867.8,2873.2,2852.0,2864.8,1008200.0
GOOGL,2021-10-18,2821.6,2856.0,2821.4,2855.6,1019808.0
GOOGL,2021-10-15,2832.2,2834.4,2815.2,2827.4,1513722.0
GOOGL,2021-10-14,2789.4,2826.8,2776.4,2823.0,1596397.0
GOOGL,2021-10-13,2748.0,2760.0,2730.4,2751.6,983116.0
GOOGL,2021-10-12,2789.6,2790.2,2715.2,2729.0,1816612.0
GOOGL,2021-10-11,2785.8,2814.2,2777.2,2778.2,897700.0
GOOGL,2021-10-08,2791.6,2806.6,2784.4,2795.8,1326300.0
GOOGL,2021-10-07,2777.8,2800.8,2773.0,2784.6,1255507.0
GOOGL,2021-10-06,2695.0,2755.0,2691.0,2751.4,1218214.0
GOOGL,2021-10-05,2680.8,2744.4,2680.8,2720.4,1620200.0
GOOGL,2021-10-04,2719.2,2719.2,2621.0,2673.2,2560100.0
GOOGL,2021-10-01,2689.0,2738.2,2681.4,2730.8,1768009.0
GOOGL,2021-09-30,2685.2,2710.8,2671.2,2673.6,1901440.0
GOOGL,2021-09-29,2739.6,2743.0,2677.4,2687.0,1542435.0
GOOGL,2021-09-28,2773.2,2782.0,2707.2,2716.6,2288610.0
GOOGL,2021-09-27,2816.0,2838.8,2801.4,2821.4,1094100.0
GOOGL,2021-09-24,2810.8,2846.6,2804.8,2844.4,1149200.0
GOOGL,2021-09-23,2819.8,2834.0,2808.0,2824.4,1047600.0
GOOGL,2021-09-22,2786.0,2817.8,2771.0,2805.6,1252800.0
GOOGL,2021-09-21,2795.0,2800.2,2765.6,2780.6,1266600.0
GOOGL,2021-09-20,2763.2,2780.0,2726.4,2774.4,2325902.0
GOOGL,2021-09-17,2860.6,2869.0,2809.4,2816.0,2669223.0
GOOGL,2021-09-16,2879.0,2886.0,2848.0,2872.2,1309771.0
GOOGL,2021-09-15,2855.4,2889.0,2827.0,2888.6,1370400.0
GOOGL,2021-09-14,2860.0,2867.2,2835.0,2850.8,983700.0
GOOGL,2021-09-13,2839.0,2859.0,2825.0,2846.6,1104700.0
GOOGL,2021-09-10,2884.2,2894.4,2814.8,2817.6,1842000.0
GOOGL,2021-09-09,2876.8,2886.2,2863.6,2870.8,765855.0
GOOGL,2021-09-08,2882.0,2888.0,2860.0,2873.8,917511.0
GOOGL,2021-09-07,2876.6,2891.4,2872.4,2885.6,1006595.0
GOOGL,2021-09-03,2861.6,2883.2,2848.0,2874.8,992718.0
GOOGL,2021-09-02,2904.4,2910.4,2863.6,2865.8,1617907.0
GOOGL,2021-09-01,2900.0,2925.0,2897.6,2904.4,1096805.0
GOOGL,2021-08-31,2903.0,2903.4,2885.6,2894.0,1122438.0
GOOGL,2021-08-30,2888.0,2919.4,2883.2,2891.8,1221710.0
GOOGL,2021-08-27,2833.0,2890.2,2830.0,2880.0,1439010.0
GOOGL,2021-08-26,2835.0,2848.4,2827.2,2828.8,1030500.0
GOOGL,2021-08-25,2832.6,2843.8,2827.6,2841.6,792574.0
GOOGL,2021-08-24,2812.2,2841.6,2806.8,2825.2,963400.0
GOOGL,2021-08-23,2759.4,2817.4,2752.2,2800.8,1422700.0
GOOGL,2021-08-20,2720.0,2751.0,2705.0,2748.6,1559700.0
GOOGL,2021-08-19,2688.8,2727.0,2685.0,2713.6,1089127.0
GOOGL,2021-08-18,2730.0,2742.0,2706.4,2709.0,962947.0
GOOGL,2021-08-17,2755.0,2765.4,2721.6,2733.2,1085800.0
GOOGL,2021-08-16,2750.4,2767.2,2706.0,2766.2,1119918.0
GOOGL,2021-08-13,2745.0,2757.2,2740.6,2754.6,797400.0
GOOGL,2021-08-12,2719.6,2746.0,2708.6,2743.8,825943.0
GOOGL,2021-08-11,2743.6,2753.6,2725.4,2725.6,767600.0
GOOGL,2021-08-10,2746.8,2755.4,2727.2,2736.2,970704.0
GOOGL,2021-08-09,2718.8,2743.6,2706.8,2738.2,888300.0
GOOGL,2021-08-06,2720.8,2729.4,2704.2,2714.8,1024406.0
GOOGL,2021-08-05,2713.6,2727.0,2697.0,2725.0,893500.0
GOOGL,2021-08-04,2707.0,2713.0,2689.8,2702.6,983801.0
GOOGL,2021-08-03,2702.8,2714.6,2666.4,2712.6,1038100.0
GOOGL,2021-08-02,2702.4,2706.8,2675.8,2697.0,1081710.0
GOOGL,2021-07-30,2700.8,2706.0,2685.2,2694.6,1278800.0
GOOGL,2021-07-29,2723.0,2733.2,2710.8,2715.6,1585800.0
GOOGL,2021-07-28,2726.2,2766.0,2705.6,2721.8,4756530.0
GOOGL,2021-07-27,2685.0,2688.0,2602.0,2638.0,2735500.0
GOOGL,2021-07-26,2666.6,2684.8,2646.0,2680.8,1528600.0
GOOGL,2021-07-23,2608.6,2668.0,2596.0,2660.2,2075321.0
GOOGL,2021-07-22,2556.8,2569.6,2550.0,2568.4,715100.0
GOOGL,2021-07-21,2522.6,2552.0,2520.4,2551.0,1037309.0
GOOGL,2021-07-20,2510.6,2540.8,2487.0,2524.2,1315822.0
GOOGL,2021-07-19,2521.8,2524.2,2470.2,2491.6,1398400.0
GOOGL,2021-07-16,2553.2,2556.2,2523.0,2539.4,1021227.0
GOOGL,2021-07-15,2573.0,2574.0,2530.6,2540.2,1210940.0
GOOGL,2021-07-14,2559.2,2586.6,2558.2,2564.8,1187283.0
GOOGL,2021-07-13,2540.8,2561.2,2533.4,2546.8,962347.0
GOOGL,2021-07-12,2523.6,2541.4,2512.2,2539.6,883400.0
GOOGL,2021-07-09,2500.6,2514.6,2491.0,2510.4,931600.0
GOOGL,2021-07-08,2480.6,2512.0,2480.4,2500.8,1189500.0
GOOGL,2021-07-07,2543.2,2545.6,2523.0,2529.4,1203000.0
GOOGL,2021-07-06,2513.0,2528.6,2491.6,2523.8,1320200.0
GOOGL,2021-07-02,2463.0,2508.0,2461.2,2505.2,1300109.0
GOOGL,2021-07-01,2434.6,2451.8,2430.6,2448.8,905641.0
GOOGL,2021-06-30,2439.8,2445.2,2427.0,2441.8,1223700.0
GOOGL,2021-06-29,2453.4,2460.4,2433.8,2445.4,1155436.0
GOOGL,2021-06-28,2453.6,2455.6,2428.2,2450.8,1426300.0
GOOGL,2021-06-25,2440.0,2452.6,2431.4,2450.2,1729819.0
GOOGL,2021-06-24,2454.0,2461.2,2446.0,2450.0,1068257.0
GOOGL,2021-06-23,2441.8,2462.0,2436.6,2442.6,957708.0
GOOGL,2021-06-22,2435.0,2448.0,2421.2,2446.6,1119510.0
GOOGL,2021-06-21,2410.0,2440.0,2398.0,2436.2,1370700.0
GOOGL,2021-06-18,2427.4,2432.0,2400.4,2402.2,2305800.0
GOOGL,2021-06-17,2414.0,2450.4,2410.0,2434.8,1292444.0
GOOGL,2021-06-16,2431.4,2437.8,2389.4,2415.4,1323600.0
GOOGL,2021-06-15,2449.0,2455.6,2421.2,2428.4,1078107.0
GOOGL,2021-06-14,2432.2,2449.0,2418.0,2449.0,1104900.0
GOOGL,2021-06-11,2440.0,2441.8,2419.0,2430.2,1097907.0
GOOGL,2021-06-10,2407.0,2436.0,2403.8,2435.2,1295375.0
GOOGL,2021-06-09,2411.4,2412.8,2397.0,2408.0,897100.0
GOOGL,2021-06-08,2412.0,2419.6,2394.8,2398.4,1212000.0
GOOGL,2021-06-07,2389.4,2404.6,2381.0,2402.4,1206000.0
GOOGL,2021-06-04,2369.2,2399.0,2362.4,2393.6,1222910.0
GOOGL,2021-06-03,2345.8,2357.0,2329.6,2347.6,934800.0
GOOGL,2021-06-02,2389.2,2393.6,2352.4,2370.6,1058146.0
GOOGL,2021-06-01,2374.4,2385.8,2354.2,2381.2,1167901.0
GOOGL,2021-05-28,2374.4,2376.0,2352.8,2356.8,1074540.0
GOOGL,2021-05-27,2389.0,2389.0,2356.2,2362.6,1761201.0
GOOGL,2021-05-26,2366.6,2389.0,2366.4,2380.4,1078600.0
GOOGL,2021-05-25,2372.0,2384.0,2355.0,2362.8,1122000.0
GOOGL,2021-05-24,2314.8,2365.6,2312.0,2361.0,1591610.0
GOOGL,2021-05-21,2317.4,2318.8,2289.4,2294.2,2031600.0
GOOGL,2021-05-20,2291.0,2312.0,2283.6,2307.0,1617600.0
GOOGL,2021-05-19,2228.4,2275.0,2225.4,2271.6,1184205.0
GOOGL,2021-05-18,2302.4,2307.6,2262.2,2262.4,1110200.0
GOOGL,2021-05-17,2263.6,2289.8,2255.6,2289.0,1079900.0
GOOGL,2021-05-14,2258.6,2284.8,2250.0,2278.4,1599829.0
GOOGL,2021-05-13,2226.2,2239.4,2206.8,2229.0,1661020.0
GOOGL,2021-05-12,2226.2,2248.0,2193.6,2200.2,2318800.0
GOOGL,2021-05-11,2243.0,2280.2,2234.0,2270.0,1709300.0
GOOGL,2021-05-10,2328.2,2331.0,2284.6,2291.8,1545729.0
GOOGL,2021-05-07,2363.8,2371.2,2346.2,2352.0,1444900.0
GOOGL,2021-05-06,2306.4,2337.4,2293.0,2337.4,1259523.0
GOOGL,2021-05-05,2328.6,2335.0,2308.2,2314.8,1331809.0
GOOGL,2021-05-04,2313.6,2325.0,2256.6,2306.8,2240932.0
GOOGL,2021-05-03,2365.0,2381.6,2335.6,2343.0,1412139.0
GOOGL,2021-04-30,2368.0,2381.8,2346.6,2353.6,2242838.0
GOOGL,2021-04-29,2389.2,2404.2,2373.8,2392.8,2061700.0
GOOGL,2021-04-28,2392.4,2431.4,2353.2,2359.0,4055340.0
GOOGL,2021-04-27,2317.6,2318.4,2286.2,2291.0,2219300.0
GOOGL,2021-04-26,2304.6,2324.6,2297.4,2310.0,1601900.0
GOOGL,2021-04-23,2267.0,2306.2,2261.2,2300.0,1455554.0
GOOGL,2021-04-22,2275.4,2288.8,2240.4,2252.6,1207300.0
GOOGL,2021-04-21,2272.0,2280.0,2244.8,2278.4,1160209.0
GOOGL,2021-04-20,2297.4,2299.0,2257.2,2279.0,1114416.0
GOOGL,2021-04-19,2270.2,2304.0,2270.2,2289.8,1514500.0
GOOGL,2021-04-16,2289.2,2294.2,2271.0,2282.8,1314139.0
GOOGL,2021-04-15,2262.0,2296.0,2251.2,2285.2,1458749.0
GOOGL,2021-04-14,2267.4,2267.4,2236.0,2242.0,1050143.0
GOOGL,2021-04-13,2251.0,2263.4,2243.0,2254.4,1284100.0
GOOGL,2021-04-12,2254.2,2256.8,2227.8,2244.6,1251200.0
GOOGL,2021-04-09,2245.4,2274.0,2237.2,2270.6,1307300.0
GOOGL,2021-04-08,2264.0,2271.8,2243.0,2250.4,1433214.0
GOOGL,2021-04-07,2213.2,2244.6,2213.2,2239.0,1206700.0
GOOGL,2021-04-06,2211.0,2228.0,2201.8,2209.2,1762039.0
GOOGL,2021-04-05,2147.2,2229.0,2145.2,2219.0,2425500.0
GOOGL,2021-04-01,2092.2,2135.8,2091.4,2129.8,1994005.0
GOOGL,2021-03-31,2054.4,2086.2,2047.0,2062.6,2128500.0
GOOGL,2021-03-30,2053.0,2062.6,2036.2,2046.4,1365856.0
GOOGL,2021-03-29,2022.2,2049.2,2005.4,2045.8,1324631.0
GOOGL,2021-03-26,2031.8,2039.4,2003.8,2024.8,1398900.0
GOOGL,2021-03-25,2029.0,2045.6,1996.0,2032.4,1780800.0
GOOGL,2021-03-24,2051.8,2067.6,2029.0,2032.6,1260900.0
GOOGL,2021-03-23,2040.0,2064.2,2028.0,2041.4,1425500.0
GOOGL,2021-03-22,2027.6,2048.4,2014.0,2030.6,1676800.0
GOOGL,2021-03-19,2029.8,2037.0,2003.0,2027.0,2303600.0
GOOGL,2021-03-18,2048.2,2068.8,2019.2,2021.4,1585648.0
GOOGL,2021-03-17,2068.4,2099.0,2044.2,2082.2,1319126.0
GOOGL,2021-03-16,2066.0,2113.6,2059.2,2083.8,1595015.0
GOOGL,2021-03-15,2045.0,2055.0,2027.8,2054.4,1310741.0
GOOGL,2021-03-12,2076.4,2077.6,2032.4,2050.0,1690900.0
GOOGL,2021-03-11,2058.2,2111.2,2056.4,2100.6,1385130.0
GOOGL,2021-03-10,2061.4,2061.4,2019.4,2036.2,1355004.0
GOOGL,2021-03-09,2049.8,2064.0,2035.6,2040.4,1696031.0
GOOGL,2021-03-08,2084.0,2113.8,2005.2,2007.6,1843400.0
GOOGL,2021-03-05,2061.2,2106.2,2027.8,2097.0,2655000.0
GOOGL,2021-03-04,2014.8,2074.6,2005.4,2034.0,2460800.0
GOOGL,2021-03-03,2052.0,2076.0,1994.0,2011.4,1694645.0
GOOGL,2021-03-02,2064.8,2094.8,2056.6,2064.4,1278200.0
GOOGL,2021-03-01,2048.0,2076.2,2034.4,2069.6,1303089.0
GOOGL,2021-02-26,2030.0,2056.6,2001.0,2022.0,2002100.0
GOOGL,2021-02-25,2056.0,2083.0,2006.4,2016.0,2077409.0
GOOGL,2021-02-24,2030.0,2088.4,2027.6,2083.8,1130437.0
GOOGL,2021-02-23,2014.0,2072.6,1990.2,2060.2,1732900.0
GOOGL,2021-02-22,2053.6,2080.4,2048.0,2054.2,1473317.0
GOOGL,2021-02-19,2107.8,2118.6,2083.4,2088.8,1896939.0
GOOGL,2021-02-18,2105.0,2122.0,2093.4,2105.8,1128549.0
GOOGL,2021-02-17,2094.0,2122.4,2088.4,2118.6,1015177.0
GOOGL,2021-02-16,2091.8,2145.2,2091.8,2110.8,1550200.0
GOOGL,2021-02-12,2079.8,2099.6,2073.6,2095.0,949525.0
GOOGL,2021-02-11,2091.0,2094.0,2068.8,2088.8,1024029.0
GOOGL,2021-02-10,2083.2,2098.8,2052.2,2086.4,1255100.0
GOOGL,2021-02-09,2074.8,2098.6,2070.0,2075.4,1094600.0
GOOGL,2021-02-08,2100.0,2115.0,2063.4,2084.6,1441443.0
GOOGL,2021-02-05,2059.6,2096.0,2050.0,2088.8,1493300.0
GOOGL,2021-02-04,2060.6,2069.4,2035.2,2053.6,2429800.0
GOOGL,2021-02-03,2065.6,2106.6,2013.6,2058.8,4894100.0
GOOGL,2021-02-02,1913.2,1949.4,1906.4,1919.2,3316619.95
GOOGL,2021-02-01,1844.6,1915.6,1844.6,1893.0,2012603.0
GOOGL,2021-01-29,1834.0,1847.6,1801.6,1827.4,2226509.0
GOOGL,2021-01-28,1831.0,1888.0,1831.0,1853.2,2763905.0
GOOGL,2021-01-27,1875.0,1880.4,1797.2,1819.0,4125631.0
GOOGL,2021-01-26,1886.0,1915.8,1876.2,1908.0,1573100.0
GOOGL,2021-01-25,1912.8,1921.8,1859.2,1894.2,2529346.0
GOOGL,2021-01-22,1891.4,1904.4,1876.4,1892.6,1637200.0
GOOGL,2021-01-21,1893.6,1932.0,1879.4,1884.2,2932972.95
GOOGL,2021-01-20,1826.4,1899.8,1819.6,1880.0,3207600.0
GOOGL,2021-01-19,1743.0,1803.8,1732.8,1784.4,2083000.0
GOOGL,2021-01-15,1729.0,1747.6,1711.8,1727.6,1572214.0
GOOGL,2021-01-14,1748.8,1767.6,1726.0,1731.0,1460617.0
GOOGL,2021-01-13,1727.4,1756.4,1727.4,1747.2,1171600.0
GOOGL,2021-01-12,1745.4,1768.0,1716.4,1737.4,1476715.0
GOOGL,2021-01-11,1777.0,1784.4,1752.2,1756.2,1740618.0
GOOGL,2021-01-08,1777.2,1799.4,1761.2,1797.8,1774226.0
GOOGL,2021-01-07,1726.8,1777.8,1726.8,1774.4,2096829.0
GOOGL,2021-01-06,1700.2,1744.0,1696.2,1722.8,2329401.0
GOOGL,2021-01-05,1725.0,1746.8,1717.0,1740.0,1018000.0
GOOGL,2021-01-04,1760.0,1762.4,1707.2,1726.2,1866200.0
META,2025-04-04,506.62,518.0,494.2,504.73,38212100.0
META,2025-04-03,546.22,552.56,530.3,531.62,34777500.0
META,2025-04-02,574.91,592.66,573.36,583.93,13470800.0
META,2025-04-01,570.84,589.91,570.0,586.0,12836600.0
META,2025-03-31,563.5,578.7,553.3,576.36,21124700.0
META,2025-03-28,600.31,601.75,573.92,576.74,17602823.0
META,2025-03-27,602.0,614.25,600.1,602.58,10436524.0
META,2025-03-26,624.89,626.75,606.61,610.98,12661900.0
META,2025-03-25,626.76,633.88,621.18,626.31,15312540.0
META,2025-03-24,614.97,622.54,612.2,618.85,15741300.0
META,2025-03-21,583.42,597.54,580.95,596.25,25015900.0
META,2025-03-20,582.76,610.2,579.51,586.0,24336505.0
META,2025-03-19,584.28,592.32,574.77,584.06,20537500.0
META,2025-03-18,600.05,600.25,574.66,582.36,20297708.0
META,2025-03-17,607.46,613.1,598.0,604.9,15473909.0
META,2025-03-14,602.8,608.86,594.78,607.6,12364505.0
META,2025-03-13,620.25,620.5,586.51,590.64,16480324.0
META,2025-03-12,629.9,633.33,609.35,619.56,15747000.0
META,2025-03-11,595.05,614.93,593.33,605.71,17401500.0
META,2025-03-10,608.07,610.11,586.87,597.99,21999943.0
META,2025-03-07,625.37,634.79,600.61,625.66,21375700.0
META,2025-03-06,648.0,650.56,624.11,627.93,13446500.0
META,2025-03-05,641.0,659.5,637.66,656.47,13770026.0
META,2025-03-04,645.51,649.75,623.65,640.0,21495208.0
META,2025-03-03,673.68,681.25,650.84,655.05,10843800.0
META,2025-02-28,658.04,669.63,642.6,668.2,17534200.0
META,2025-02-27,682.45,688.65,657.57,658.24,12500013.0
META,2025-02-26,659.65,683.01,658.0,673.7,14488705.0
META,2025-02-25,665.97,668.0,641.86,657.5,20579700.0
META,2025-02-24,686.28,687.27,662.45,668.13,15677000.0
META,2025-02-21,696.58,703.87,682.36,683.55,15660400.0
META,2025-02-20,697.28,705.63,693.64,694.84,12587408.0
META,2025-02-19,704.1,707.0,695.39,703.77,17535500.0
META,2025-02-18,736.0,737.0,706.44,716.37,21938703.0
META,2025-02-14,726.14,740.91,725.62,736.67,16901249.0
META,2025-02-13,721.52,729.0,718.04,728.56,12569100.0
META,2025-02-12,715.3,727.1,712.6,725.38,12016517.0
META,2025-02-11,713.32,723.66,710.04,719.8,12998000.0
META,2025-02-10,718.56,721.2,711.33,717.4,12904317.0
META,2025-02-07,716.8,725.01,711.75,714.52,16427100.0
META,2025-02-06,705.88,718.9,703.5,711.99,13080700.0
META,2025-02-05,703.55,718.14,699.01,704.87,17793766.0
META,2025-02-04,702.5,707.71,691.61,704.19,13826300.0
META,2025-02-03,675.91,704.0,675.25,697.46,21415739.0
META,2025-01-31,691.0,705.3,685.58,689.18,19331700.0
META,2025-01-30,696.82,710.79,676.1,687.0,29322900.0
META,2025-01-29,675.0,681.05,665.67,676.49,21377820.0
META,2025-01-28,666.0,682.58,659.47,674.33,20950107.0
META,2025-01-27,626.61,663.87,625.1,659.88,28399200.0
META,2025-01-24,636.4,652.0,634.2,647.49,19065329.0
META,2025-01-23,627.36,636.6,621.15,636.45,9910200.0
META,2025-01-22,623.3,633.7,619.43,623.5,12274011.0
META,2025-01-21,617.83,621.5,609.01,616.46,11674016.0
META,2025-01-17,624.05,624.97,603.67,612.77,17280600.0
META,2025-01-16,611.5,616.25,609.71,611.3,8355349.0
META,2025-01-15,610.21,622.46,606.5,617.12,15524302.0
META,2025-01-14,605.07,605.49,588.55,594.25,13598000.0
META,2025-01-13,607.1,608.97,598.45,608.33,10785031.0
